,GHI(W/m2),DHI(W/m2),DNI(W/m2),TEMPERATURE,R.HUMIDITY,WINDSPEED,CABLE#1,CABLE#2,CABLE#3,CABLE#4,CABLE#5,TX(LV)
301,459.0,138.0,542.0,25.0,90.3,10.1,4.05,4.55,4.21,4.29,2.96,20.62
302,407.0,369.0,53.0,26.7,84.65,9.4,7.18,5.03,6.42,5.71,4.81,28.71
303,516.0,500.0,12.0,26.0,84.07,10.4,5.43,5.71,5.71,5.57,3.57,27.32
304,421.0,405.0,7.0,26.1,83.57,10.8,5.39,5.38,5.16,4.79,2.88,24.11
305,77.0,71.0,1.0,28.6,77.13,14.8,0.68,0.84,0.7,0.81,0.6,4.4
306,13.0,18.0,1.0,26.0,84.07,10.8,0.15,0.15,0.15,0.17,0.13,1.32
307,133.0,131.0,1.0,25.9,85.6,11.2,1.56,1.58,1.66,1.59,0.97,6.69
308,103.0,104.0,1.0,25.6,90.34,0.0,0.99,1.1,1.06,1.15,0.82,5.61
309,53.0,55.0,1.0,25.5,88.72,12.2,0.52,0.63,0.57,0.58,0.42,3.63
310,31.0,36.0,1.0,25.0,92.5,10.4,0.33,0.38,0.34,0.23,0.22,2.33
312,1.0,0.0,1.0,22.9,97.01,3.6,0.0,0,0.0,0.0,0.0,0.0
313,57.0,59.0,1.0,23.6,95.86,5.8,0.53,0.61,0.56,0.61,0.34,1.96
314,263.0,253.0,13.0,24.3,92.47,7.9,2.67,2.88,2.78,2.85,1.82,12.47
315,438.0,394.0,59.0,25.7,86.09,22.3,4.68,4.7,5.05,4.82,3.36,24.42
316,558.0,538.0,11.0,26.9,80.69,10.1,0.0,0,0.0,0.0,0.0,0.0
317,469.0,448.0,2.0,28.1,75.21,9.4,4.52,4.57,4.67,3.03,3.03,21.71
318,396.0,349.0,0.0,28.1,77.05,14.8,3.86,4.14,4.07,4.05,2.64,19.89
319,692.0,645.0,21.0,29.1,69.27,5.8,7.36,7.86,7.75,7.77,4.58,36.25
320,732.0,555.0,192.0,29.0,68.01,3.2,6.44,8.1,6.85,8.32,5.33,35.88
321,593.0,398.0,253.0,30.1,65.39,7.6,5.04,5.6,4.92,5.35,3.71,25.32
322,444.0,330.0,202.0,28.0,71.64,2.2,4.19,4.35,4.03,4.39,2.9,20.32
323,82.0,85.0,0.0,27.1,76.44,4.0,0.95,0.97,0.93,0.93,0.58,4.57
325,0.0,2.0,0.0,22.4,97.59,6.1,0.0,0,0.0,0.0,0.0,0.0
326,84.0,85.0,4.0,23.6,92.99,9.7,0.81,0.84,0.82,0.88,0.56,4.05
327,263.0,262.0,2.0,25.0,87.08,10.8,2.47,2.57,2.36,2.53,1.73,12.73
328,535.0,388.0,190.0,26.1,80.1,0.0,3.8,3.98,4.12,4.36,2.37,19.09
329,756.0,325.0,478.0,28.2,72.99,7.6,7.62,7.63,7.52,7.64,4.9,35.81
330,742.0,495.0,223.0,29.1,68.44,6.5,6.92,7,6.71,7.09,4.5,32.6
331,704.0,586.0,38.0,30.1,68.63,0.0,8.22,8.21,8.51,8.6,4.77,40.28
332,1032.0,152.0,908.0,29.7,65.31,10.1,8.84,9.83,8.56,9.89,6.32,44.2
333,840.0,332.0,633.0,29.2,67.22,11.5,4.7,7.45,7.57,5.97,6.54,35.92
334,127.0,135.0,2.0,30.6,65.5,14.8,2.24,2.63,1.57,1.39,0.9,6.29
335,232.0,213.0,38.0,27.9,72.94,11.9,2.87,3.25,2.88,2.98,1.56,13.74
336,229.0,131.0,346.0,26.8,79.22,11.2,2.25,2.52,2.52,2.34,1.39,11.64
338,1.0,0.0,1.0,22.2,97.59,5.8,0.0,0,0.0,0.0,0.0,0.0
339,85.0,84.0,352.0,23.5,92.99,7.9,1.59,2.08,1.53,2.12,1.31,8.6
340,431.0,131.0,636.0,25.4,84.0,6.5,4.19,4.53,4.44,4.55,2.93,20.48
341,664.0,162.0,718.0,27.7,75.15,0.0,6.96,6.98,6.8,6.99,4.54,32.27
342,444.0,388.0,50.0,28.7,69.62,9.4,6.42,5.31,5.7,4.5,2.59,24.7
343,524.0,411.0,102.0,29.6,65.29,10.4,3.25,4.39,3.0,4.67,5.52,21.71
344,1109.0,242.0,812.0,31.2,58.85,0.0,9.57,8.9,9.48,9.74,6.68,45.82
345,686.0,360.0,277.0,30.6,60.9,13.0,8.57,7.97,8.19,7.88,4.61,37.95
346,772.0,280.0,595.0,30.8,59.84,13.7,7.33,6.5,7.14,5.38,3.36,31.19
347,898.0,368.0,708.0,32.1,53.25,14.8,3.0,5.13,4.05,7.53,4.6,24.66
348,695.0,337.0,623.0,30.4,60.48,13.7,5.06,5.16,5.3,5.14,3.77,23.93
349,92.0,104.0,0.0,29.0,65.97,12.6,0.91,0.89,0.87,0.88,0.57,4.31
351,1.0,0.0,1.0,23.3,95.85,2.2,0.0,0,0.0,0.0,0.0,0.0
352,75.0,77.0,1.0,24.7,88.65,4.3,0.73,0.78,0.62,0.68,0.47,3.04
353,450.0,162.0,557.0,26.3,80.61,6.8,4.56,4.58,3.84,3.92,2.99,20.32
354,638.0,169.0,687.0,28.6,77.13,0.0,6.62,6.63,5.58,5.72,3.57,28.47
355,638.0,169.0,687.0,28.7,68.36,9.0,8.81,5.05,8.34,5.12,2.77,30.83
356,964.0,237.0,727.0,29.5,64.48,10.1,9.16,9.21,9.04,8.59,5.94,42.76
357,1095.0,251.0,793.0,31.1,59.91,11.2,9.61,9.8,9.44,9.87,6.49,46.41
358,320.0,273.0,44.0,30.3,59.73,11.2,9.29,10.18,8.32,10.2,4.36,43.04
359,921.0,248.0,796.0,30.8,57.69,11.2,8.53,9.01,7.42,8.96,5.78,40.57
360,623.0,206.0,569.0,32.7,49.92,18.4,5.91,5.69,4.46,5.78,3.7,26.71
361,542.0,173.0,652.0,31.0,54.63,12.6,4.73,4.43,4.03,4.69,3.05,22.18
362,241.0,92.0,508.0,29.6,60.67,11.5,2.02,1.96,1.61,1.95,1.32,8.96
364,0.0,0.0,1.0,23.0,95.26,1.4,0.0,0,0.0,0.0,0.0,0.0
365,66.0,70.0,333.0,24.2,89.15,1.4,1.64,1.64,1.35,1.62,1.06,7.33
366,422.0,118.0,581.0,25.7,82.02,3.2,4.41,4.42,3.71,4.35,2.84,19.68
367,630.0,139.0,708.0,29.1,70.54,0.0,6.49,6.59,5.51,6.53,4.26,29.56
368,856.0,178.0,775.0,27.7,70.72,4.7,6.96,8.28,7.2,8.36,5.43,37.6
369,322.0,318.0,0.0,28.3,67.45,5.4,3.42,5.41,3.27,5.48,2.39,20.63
370,444.0,317.0,71.0,30.7,69.16,9.4,5.47,3.23,7.6,3.43,3.85,24.02
371,1070.0,374.0,686.0,29.2,63.24,6.1,7.83,4.4,5.92,3.18,3.52,25.72
372,891.0,227.0,773.0,29.7,61.45,6.8,8.59,8.64,8.34,8.51,5.55,40.85
373,1029.0,393.0,774.0,32.1,62.73,0.0,5.31,6.71,6.9,7.14,4.66,31.89
374,542.0,173.0,652.0,30.1,60.05,8.3,4.54,4.46,4.53,2.97,3.0,21.57
375,241.0,92.0,508.0,29.1,63.61,8.3,1.52,1.56,1.54,1.03,2.01,7.21
377,0.0,0.0,1.0,23.2,98.2,5.0,0.0,0,0.0,0.0,0.0,0.0
378,55.0,57.0,15.0,24.2,94.16,6.1,0.55,0.59,0.49,0.59,0.39,2.29
379,214.0,213.0,8.0,25.1,89.76,7.6,3.3,2.2,3.15,2.28,3.13,14.47
380,767.0,365.0,569.0,27.7,77.46,9.4,3.23,3.21,2.89,4.91,5.31,20.51
381,952.0,368.0,647.0,27.3,77.4,5.0,3.83,4.69,4.45,5.89,6.07,24.66
382,1023.0,251.0,783.0,28.6,70.03,4.3,8.52,9.76,8.03,9.84,4.97,42.48
383,772.0,317.0,400.0,30.7,64.34,0.0,7.09,8.17,6.55,8.12,3.91,34.93
384,755.0,305.0,454.0,31.0,58.8,6.8,4.2,6.56,5.9,6.41,4.41,28.29
385,393.0,359.0,32.0,31.3,57.1,8.6,5.13,4.34,6.25,4.41,2.73,22.46
386,249.0,211.0,51.0,27.6,86.28,14.8,2.32,2.41,2.27,2.33,1.52,10.42
387,521.0,186.0,601.0,30.8,58.04,10.4,4.59,4.59,4.48,4.56,2.97,21.62
388,223.0,101.0,428.0,29.7,62.97,9.7,1.77,1.8,1.8,1.81,1.22,8.49
390,0.0,0.0,1.0,23.3,97.02,7.2,0.0,0,0.0,0.0,0.0,0.0
391,64.0,65.0,1.0,24.4,91.91,10.4,0.7,0.62,0.68,0.65,0.42,3.18
392,206.0,205.0,0.0,26.1,80.59,11.5,2.54,2.22,2.72,2.32,1.37,11.67
393,317.0,316.0,0.0,27.1,80.23,0.0,6.39,4.32,5.61,4.54,2.19,24.26
394,910.0,260.0,740.0,29.7,62.97,13.3,8.39,8.89,9.12,8.86,4.62,40.97
395,507.0,489.0,11.0,30.7,59.45,13.0,7.25,5.69,7.74,5.44,3.52,30.29
396,1115.0,467.0,570.0,30.1,65.39,0.0,7.99,8.04,6.62,7.03,5.55,35.92
397,1080.0,317.0,783.0,31.9,54.85,12.2,9.51,10.17,8.34,9.61,6.52,45.05
398,868.0,208.0,776.0,31.8,54.83,12.2,8.09,8.18,7.71,8.14,5.34,39.08
399,289.0,252.0,48.0,32.6,54.36,0.0,3.4,3.48,4.53,6.14,2.52,21.19
400,537.0,188.0,626.0,30.8,58.04,13.3,1.31,2.41,1.24,1.8,3.02,10.02
401,229.0,98.0,448.0,29.4,64.07,13.0,1.89,1.89,1.86,1.92,1.24,8.86
403,0.0,0.0,0.0,23.0,97.01,8.3,0.0,0,0.0,0.0,0.0,0.0
404,54.0,60.0,304.0,24.3,91.35,11.5,1.47,1.5,1.43,1.49,0.96,6.67
405,204.0,196.0,18.0,25.9,82.04,11.9,2.28,2.17,2.16,2.1,1.38,10.96
406,618.0,348.0,282.0,27.4,77.88,14.8,5.95,6.99,6.62,6.76,4.12,30.88
407,857.0,235.0,802.0,29.5,61.03,10.4,3.13,6.96,2.35,5.17,6.08,24.49
408,969.0,136.0,858.0,30.9,55.97,9.4,9.26,9.38,7.25,9.32,6.02,42.2
409,1043.0,152.0,868.0,31.1,59.91,9.4,9.58,9.56,9.37,9.55,6.22,45.52
410,1101.0,313.0,828.0,32.5,50.48,8.3,9.37,9.5,9.09,7.89,4.67,42.52
411,881.0,166.0,828.0,32.6,49.89,9.0,8.25,8.24,8.02,8.24,5.37,39.2
412,807.0,216.0,791.0,33.9,49.01,0.0,7.59,7.6,7.55,7.66,4.98,35.88
413,205.0,180.0,43.0,31.7,51.54,10.8,3.35,4.5,4.56,4.59,2.62,19.8
414,141.0,125.0,81.0,30.3,56.52,11.2,2.56,2.15,2.57,2.35,0.96,11.13
416,0.0,0.0,0.0,23.2,97.02,9.0,0.0,0,0.0,0.0,0.0,0.0
417,54.0,60.0,304.0,24.5,91.92,13.7,1.47,1.5,1.43,1.49,0.96,6.67
418,204.0,196.0,18.0,26.1,83.07,16.6,2.28,2.17,2.16,2.1,1.38,10.96
419,618.0,348.0,282.0,28.1,69.93,11.2,5.95,6.99,6.62,6.76,4.12,30.88
420,857.0,235.0,802.0,30.2,58.62,15.1,3.13,6.96,2.35,5.17,6.08,24.49
421,969.0,136.0,858.0,31.6,53.45,14.0,9.26,9.38,7.25,9.32,6.02,42.2
422,1043.0,152.0,868.0,31.6,59.3,18.4,9.58,9.56,9.37,9.55,6.22,45.52
423,1101.0,313.0,828.0,33.1,49.11,12.2,9.37,9.5,9.09,7.89,4.67,42.52
424,881.0,166.0,828.0,33.3,47.97,12.2,8.25,8.24,8.02,8.24,5.37,39.2
425,807.0,216.0,791.0,34.6,47.72,13.0,7.59,7.6,7.55,7.66,4.98,35.88
426,205.0,180.0,43.0,32.4,49.53,13.0,3.35,4.5,4.56,4.59,2.62,19.8
427,141.0,125.0,81.0,30.8,55.26,13.3,2.56,2.15,2.57,2.35,0.96,11.13
429,0.0,0.0,0.0,22.7,96.42,9.0,0.0,0,0.0,0.0,0.0,0.0
430,54.0,56.0,390.0,24.3,89.16,12.6,1.6,1.62,1.61,1.61,1.03,7.71
431,423.0,89.0,649.0,26.7,76.37,14.4,4.38,4.39,4.25,4.37,2.86,20.27
432,632.0,103.0,763.0,28.2,72.99,14.8,6.57,6.63,6.42,6.61,4.34,30.69
433,824.0,112.0,822.0,31.1,53.99,12.2,8.04,8.11,7.81,8.07,5.31,38.12
434,927.0,116.0,868.0,32.7,48.11,11.2,8.93,9,8.71,8.97,5.87,42.22
435,1043.0,152.0,868.0,32.7,54.72,18.4,9.58,9.56,9.37,9.55,6.22,43.18
436,987.0,162.0,850.0,34.6,40.65,9.7,9.4,9.32,9.15,9.36,6.06,44.08
437,922.0,196.0,840.0,34.7,39.43,9.7,4.67,8.66,7.09,8.71,5.59,35.74
438,753.0,159.0,794.0,35.2,47.01,9.4,7.11,6.95,6.93,6.97,4.47,33.21
439,562.0,152.0,698.0,33.5,39.85,11.2,4.95,4.95,4.81,4.92,3.19,24.42
440,237.0,87.0,502.0,31.9,47.01,9.7,2.0,1.99,1.96,2.04,1.31,10.14
442,0.0,0.0,0.0,23.2,95.85,9.4,0.0,0,0.0,0.0,0.0,0.0
443,74.0,76.0,240.0,24.8,88.66,13.3,1.62,1.63,1.55,1.65,0.96,7.24
444,477.0,207.0,523.0,26.8,77.32,14.8,1.74,4.01,2.03,4.07,3.06,14.92
445,323.0,185.0,122.0,28.6,74.39,18.4,6.78,6.87,6.33,6.86,3.66,31.8
446,496.0,396.0,95.0,30.7,56.61,14.4,4.85,4.54,4.81,4.68,3.04,23.19
447,981.0,173.0,836.0,32.2,51.03,13.7,8.99,9.11,8.77,9.12,5.27,42.29
448,1137.0,290.0,813.0,32.7,55.38,0.0,10.34,9.79,9.99,9.51,4.46,46.27
449,971.0,168.0,741.0,33.9,44.97,12.6,8.91,8.88,8.68,8.91,5.79,42.78
450,932.0,944.0,11.0,33.7,44.64,11.9,6.86,8.83,8.74,8.63,5.3,40.07
451,297.0,317.0,1.0,35.7,44.35,13.0,4.59,4.38,3.53,4.61,2.35,20.53
452,116.0,122.0,1.0,31.9,48.8,11.9,1.08,1.06,1.02,1.08,0.7,5.54
453,128.0,155.0,1.0,30.8,54.58,10.1,1.42,1.1,1.17,1.11,0.88,6.48
455,0.0,4.0,1.0,23.7,96.44,8.6,0.0,0,0.0,0.0,0.0,0.0
456,192.0,61.0,465.0,24.7,92.49,12.6,2.05,1.99,1.99,2.08,1.29,9.38
457,462.0,89.0,689.0,26.1,84.59,14.4,4.81,4.75,4.68,4.81,3.15,22.51
458,533.0,172.0,528.0,28.7,73.08,13.0,6.78,3.47,5.32,4.58,4.91,24.96
459,813.0,276.0,597.0,30.0,62.65,12.2,8.01,8.72,8.56,8.78,5.9,41.02
460,762.0,501.0,232.0,31.6,56.48,9.7,4.14,5.42,4.12,5.72,4.58,25.25
461,1114.0,271.0,793.0,33.1,57.88,0.0,5.01,9.4,5.76,9.31,6.52,37.01
462,987.0,248.0,785.0,32.9,50.9,5.0,6.76,6.9,7.77,5.36,6.11,35.69
463,974.0,290.0,771.0,33.0,50.0,4.3,2.79,4.41,3.18,7.48,4.79,22.79
464,417.0,165.0,382.0,35.1,46.98,7.6,5.83,4.51,5.67,4.76,1.13,22.53
465,454.0,124.0,614.0,32.1,51.96,8.3,3.94,3.93,3.91,3.95,2.55,19.31
466,194.0,92.0,400.0,30.7,58.73,9.4,1.64,1.38,1.66,1.58,1.04,7.57
468,0.0,4.0,1.0,24.0,96.45,5.8,0.0,0,0.0,0.0,0.0,0.0
469,255.0,138.0,420.0,24.9,92.5,7.2,2.82,2.74,2.74,2.7,1.78,12.68
470,186.0,174.0,21.0,26.3,86.15,5.0,1.94,2.08,2.08,1.93,1.36,9.52
471,711.0,201.0,718.0,28.2,76.6,18.4,3.85,3.52,2.48,4.71,3.34,17.21
472,868.0,344.0,562.0,28.6,74.84,4.0,8.13,7.46,8.16,7.42,4.64,37.62
473,997.0,187.0,825.0,29.5,70.62,4.3,9.62,9.17,9.26,9.32,6.08,44.34
474,986.0,156.0,815.0,32.7,58.13,14.8,9.04,8.94,8.83,9.06,5.88,42.85
475,278.0,278.0,3.0,30.6,65.1,4.0,4.42,2.78,4.04,2.75,1.71,16.01
476,913.0,251.0,785.0,30.5,65.08,5.8,8.29,8.64,7.56,8.55,5.61,39.6
477,373.0,281.0,2.0,34.2,46.46,0.0,2.73,3.1,2.26,2.61,1.62,12.49
478,327.0,104.0,552.0,29.7,68.97,9.4,2.78,2.39,2.67,2.75,1.8,12.85
479,125.0,133.0,7.0,28.8,73.09,9.7,2.01,2.06,1.93,2.13,1.33,9.29
481,1.0,0.0,1.0,23.5,96.44,5.8,0.0,0,0.0,0.0,0.0,0.0
482,67.0,69.0,373.0,24.6,91.37,8.6,1.71,1.67,1.64,1.64,0.95,7.28
483,421.0,100.0,641.0,26.2,84.6,6.1,4.45,4.3,4.35,4.35,2.8,20.7
484,653.0,126.0,767.0,29.1,78.13,0.0,6.62,6.45,6.46,6.46,4.32,30.83
485,860.0,153.0,818.0,29.4,66.86,2.9,7.21,8.13,6.6,8.14,5.31,36.32
486,895.0,189.0,786.0,30.4,63.12,6.1,7.65,7.89,7.89,3.14,1.29,24.49
487,496.0,396.0,95.0,33.1,60.36,0.0,4.84,4.26,4.26,6.78,2.18,27.22
488,158.0,158.0,9.0,31.4,60.34,10.8,2.16,2.09,2.09,1.95,1.22,9.48
489,297.0,317.0,1.0,31.4,60.34,12.6,8.9,6.72,6.72,9.27,6.43,43.25
490,836.0,852.0,1.0,35.1,49.32,14.8,2.86,5.56,3.14,4.9,4.99,22.46
491,530.0,585.0,1.0,30.2,64.63,12.6,4.75,4.59,4.62,4.58,2.98,22.02
492,212.0,272.0,1.0,28.8,71.35,10.8,1.23,1.59,1.19,1.55,1.04,5.7
494,1.0,0.0,1.0,23.9,97.62,5.8,0.0,0,0.0,0.0,0.0,0.0
495,103.0,105.0,1.0,24.7,94.18,9.0,1.1,1.08,1.11,1.11,0.69,5.19
496,183.0,186.0,1.0,25.5,90.88,11.9,1.95,1.9,1.94,1.94,1.2,8.37
497,292.0,291.0,1.0,29.6,71.49,18.4,3.33,3.3,3.1,3.1,1.94,14.73
498,410.0,372.0,31.0,28.0,77.97,13.7,3.56,6.04,3.7,5.79,3.51,23.24
499,410.0,401.0,4.0,29.0,72.69,13.0,3.97,4.41,4.08,5.42,3.14,20.9
500,401.0,390.0,0.0,32.2,60.89,25.9,2.92,2.99,2.71,2.97,2.05,14.44
501,386.0,687.0,640.0,30.5,66.27,12.6,8.18,9.49,7.39,9.39,6.45,42.17
502,543.0,700.0,5.0,30.2,67.42,12.6,1.78,1.93,1.65,1.86,1.34,9.33
503,444.0,395.0,56.0,30.6,71.67,18.4,3.36,3.7,3.33,3.81,2.92,16.71
504,239.0,220.0,5.0,28.6,73.95,13.0,2.51,2.42,2.06,2.14,1.43,11.22
505,109.0,111.0,1.0,27.5,80.77,10.8,1.06,1.04,1.07,1.06,0.7,4.6
507,1.0,0.0,1.0,23.6,95.86,2.2,0.0,0,0.0,0.0,0.0,0.0
508,53.0,58.0,1.0,24.9,90.84,6.1,0.53,0.55,0.55,0.52,0.33,1.96
509,199.0,200.0,1.0,26.3,84.1,10.1,2.16,2.08,2.1,2.12,1.38,10.16
510,583.0,454.0,165.0,26.7,83.14,7.6,5.26,6.44,5.68,6.81,4.27,30.53
511,243.0,240.0,1.0,29.4,67.26,11.2,2.61,2.5,2.76,2.73,1.69,12.89
512,1102.0,292.0,831.0,30.4,63.5,11.2,9.93,10.5,10.17,10.63,6.91,50.19
513,1273.0,359.0,852.0,32.1,56.6,14.8,3.74,7.43,5.21,9.04,6.3,32.74
514,894.0,414.0,500.0,31.7,58.61,13.0,6.29,10.83,5.65,10.84,7.08,42.29
515,501.0,436.0,60.0,31.8,57.92,13.7,4.05,4.82,4.07,5.23,3.59,22.68
516,512.0,203.0,453.0,33.2,49.44,18.4,6.11,6.63,6.78,7.17,3.67,31.47
517,502.0,95.0,718.0,31.0,59.89,14.4,4.43,4.38,4.28,4.4,2.87,21.17
518,93.0,88.0,36.0,29.6,65.29,13.7,1.89,1.44,1.29,1.24,0.79,6.77
520,1.0,0.0,1.0,23.2,97.61,5.0,0.0,0,0.0,0.0,0.0,0.0
521,139.0,135.0,186.0,24.6,91.93,7.9,1.47,1.53,1.29,1.48,0.92,6.22
522,248.0,249.0,0.0,26.2,82.08,10.4,2.66,2.51,2.52,2.46,1.65,12.92
523,663.0,124.0,776.0,30.1,66.59,0.0,6.26,6.57,6.43,6.58,4.49,31.12
524,674.0,298.0,406.0,29.2,65.21,11.9,4.27,7.18,3.94,6.08,6.14,29.11
525,1296.0,460.0,850.0,30.1,61.53,12.2,4.54,7.67,4.56,6.36,6.29,30.79
526,1017.0,365.0,636.0,33.7,45.76,7.6,3.25,5.58,3.88,7.54,2.6,24.3
527,301.0,297.0,5.0,31.0,57.38,12.6,7.37,3.91,8.37,3.92,2.04,25.79
528,295.0,287.0,2.0,30.7,58.02,13.0,2.72,2.72,2.63,2.74,1.88,12.73
529,712.0,252.0,621.0,34.2,48.79,11.2,7.27,7.31,7.42,7.32,4.59,35.08
530,547.0,100.0,760.0,29.5,61.03,13.0,4.43,4.8,4.65,4.82,3.18,22.49
531,114.0,118.0,1.0,28.3,66.63,10.1,1.06,1.12,1.11,1.09,0.7,5.09
533,1.0,0.0,1.0,23.1,91.28,4.3,0.0,0,0.0,0.0,0.0,0.0
534,49.0,54.0,21.0,24.5,84.42,2.5,0.51,0.6,0.58,0.57,0.31,3.11
535,435.0,114.0,641.0,26.2,76.76,4.7,3.95,4.45,4.43,4.44,2.96,20.65
536,657.0,149.0,748.0,28.6,77.13,0.0,5.76,6.64,6.43,6.83,4.47,30.28
537,357.0,273.0,47.0,28.2,68.26,6.1,8.48,4.89,9.14,9.16,3.3,36.28
538,902.0,241.0,745.0,28.7,65.9,6.1,9.46,9.5,9.13,9.49,6.27,45.61
539,902.0,241.0,745.0,31.7,58.96,0.0,7.22,10.24,5.46,10.37,6.73,42.17
540,399.0,376.0,11.0,29.6,61.8,6.8,10.67,6.57,9.49,5.01,3.65,36.09
541,863.0,164.0,825.0,29.9,60.74,7.2,8.09,7.19,8.27,8.1,5.85,39.32
542,888.0,265.0,818.0,33.7,51.73,9.4,8.17,8.11,8.13,8.18,5.37,39.95
543,218.0,176.0,79.0,29.8,61.09,8.3,1.6,1.65,1.6,1.7,1.17,7.97
544,41.0,46.0,0.0,28.7,66.31,7.9,0.45,0.44,0.46,0.46,0.28,2.48
546,0.0,0.0,0.0,22.8,94.67,2.5,0.0,0,0.0,0.0,0.0,0.0
547,46.0,51.0,422.0,24.2,89.15,2.9,1.51,1.49,1.47,0.93,6.48,6.48
548,225.0,226.0,1.0,26.2,80.11,4.3,1.98,2.11,1.95,2.14,1.49,8.96
549,512.0,303.0,289.0,26.7,83.64,11.2,6.81,3.54,7.54,6.22,2.9,27.91
550,897.0,208.0,803.0,28.9,65.95,5.0,3.58,3.63,2.99,4.59,5.83,21.31
551,1029.0,322.0,707.0,29.4,63.68,6.5,5.94,9.79,9.27,0.0,6.38,31.99
552,400.0,360.0,1.0,30.6,62.78,0.0,5.26,4.16,6.89,0.0,2.5,18.99
553,360.0,359.0,9.0,30.0,60.39,8.6,7.54,5.38,6.51,4.75,0.69,23.78
554,804.0,838.0,3.0,30.2,59.7,9.4,6.41,7.97,5.06,5.75,4.86,30.62
555,754.0,801.0,9.0,25.1,83.46,0.0,8.09,8.49,7.64,8.21,5.98,34.56
556,547.0,614.0,1.0,29.6,62.18,10.8,4.75,4.75,4.63,4.76,3.1,23.05
557,272.0,353.0,2.0,28.5,67.91,10.4,2.3,2.22,2.15,2.23,1.4,10.84
559,0.0,0.0,0.0,22.8,96.42,3.2,0.0,0,0.0,0.0,0.0,0.0
560,77.0,80.0,10.0,24.4,89.17,3.2,0.83,0.81,0.81,0.81,0.5,3.02
561,215.0,207.0,22.0,26.6,77.77,3.6,3.21,2.83,3.61,3.23,1.54,15.13
562,191.0,185.0,8.0,28.1,77.05,0.0,1.72,1.69,1.68,1.66,1.13,7.9
563,936.0,217.0,837.0,29.3,64.83,5.8,6.09,7.17,7.17,9.23,6.02,35.69
564,439.0,413.0,12.0,29.7,63.35,7.2,10.6,7.47,10.19,9.67,3.43,42.32
565,1210.0,285.0,854.0,31.1,63.65,0.0,10.59,10.6,10.46,10.52,6.96,50.61
566,322.0,268.0,18.0,30.6,60.53,9.0,2.49,2.55,2.3,2.4,1.65,12.52
567,309.0,276.0,38.0,30.6,60.16,9.7,8.62,3.48,4.62,2.59,1.75,21.73
568,176.0,138.0,43.0,34.6,44.88,0.0,4.39,1.23,4.59,1.9,2.65,15.02
569,124.0,126.0,6.0,29.8,63.37,10.4,1.7,1.51,1.33,1.4,0.74,6.74
570,70.0,73.0,1.0,28.7,69.62,9.0,0.69,0.62,0.91,0.59,0.36,3.02
572,0.0,0.0,0.0,23.2,95.85,2.5,0.0,0,0.0,0.0,0.0,0.0
573,79.0,82.0,1.0,24.7,89.73,3.6,0.86,0.92,0.8,0.81,0.57,3.09
574,203.0,206.0,1.0,26.4,80.62,4.3,5.36,3.59,5.17,3.73,1.49,19.82
575,355.0,326.0,26.0,28.1,78.93,0.0,6.65,3.8,6.98,3.72,2.48,23.74
576,881.0,172.0,825.0,28.8,67.97,6.5,8.66,8.44,8.08,7.94,5.24,39.79
577,286.0,277.0,2.0,29.6,64.11,7.6,6.84,2.76,5.41,2.74,1.74,21.76
578,181.0,170.0,0.0,31.2,61.41,0.0,2.71,1.97,2.49,2.02,1.16,10.02
579,224.0,223.0,3.0,30.5,59.77,9.0,2.34,2.2,2.42,2.4,1.45,10.73
580,207.0,208.0,0.0,30.5,59.05,9.4,2.4,2.3,2.17,2.19,1.44,10.58
581,933.0,424.0,683.0,29.6,61.42,9.4,3.25,5.42,2.84,3.92,4.07,20.72
582,276.0,139.0,236.0,30.0,60.39,9.4,1.54,1.61,1.15,1.61,2.41,8.18
583,5.0,10.0,1.0,28.9,65.95,9.0,0.12,0.13,0.11,0.14,0.07,0.0
585,1.0,2.0,1.0,22.7,96.42,5.4,0.0,0,0.0,0.0,0.0,0.0
586,84.0,88.0,1.0,24.5,89.18,7.2,1.17,0.9,1.03,0.91,0.56,4.03
587,472.0,134.0,529.0,27.0,77.35,6.5,4.23,4.09,4.23,4.53,2.64,19.64
588,656.0,167.0,684.0,27.2,84.7,0.0,4.98,6.9,6.17,6.88,4.57,31.37
589,294.0,260.0,25.0,30.1,63.44,10.8,6.94,6.89,7.45,7.42,5.03,34.56
590,687.0,421.0,253.0,31.0,60.25,11.9,9.48,6.29,9.86,9.89,4.95,41.84
591,234.0,209.0,3.0,30.2,67.02,0.0,2.67,2.49,2.34,2.25,1.42,11.24
592,1080.0,330.0,772.0,31.2,59.21,13.7,9.26,10.04,9.35,10.2,6.57,46.41
593,1033.0,401.0,726.0,31.1,59.91,13.7,8.33,9.76,7.76,9.82,6.54,43.1
594,157.0,160.0,3.0,29.2,74.49,0.0,1.53,1.54,1.43,1.48,1.04,7.54
595,544.0,218.0,588.0,30.2,62.31,13.7,4.78,4.72,3.45,4.17,3.12,20.72
596,277.0,165.0,397.0,28.9,68.4,12.2,2.61,2.56,2.46,2.64,1.63,12.21
598,0.0,0.0,1.0,22.9,97.01,6.8,0.0,0,0.0,0.0,0.0,0.0
599,60.0,62.0,1.0,24.5,89.72,10.4,0.79,0.63,0.73,0.68,0.42,2.94
600,135.0,138.0,1.0,27.0,76.42,12.2,2.04,2.14,1.89,1.98,1.22,10.02
601,135.0,138.0,1.0,28.1,80.36,0.0,7.39,7.63,4.92,5.76,5.02,31.42
